name,address,categories,description,services,email,pops_served,hand_sort__001,crisis_line,business_line,fax_number,insurance ,cost,languages,website,hand_sort__002,hand_sort__003,hand_sort__004,hand_sort__005,hand_sort__006,hand_sort__007,hand_sort__008,hand_sort__009,hand_sort__010,hand_sort__011,hand_sort__012,hand_sort__013,hand_sort__014,hand_sort__015,hand_sort__016,hand_sort__017,hand_sort__018,hand_sort__019,languges,wheelchair
Equal Rights Advocates,1663 Mission St. Ste. #550 San Francisco CA 94103,Social Justice Legal: Services,Equal Rights Advocates provides legal advice and information to individuals. No documentation required.,"Sexual harassment, sex discrinination, pay equity, family and medical leave, and other areas related to discrimination at work, as well as sexual harassment at school and stalking.",info@equalrights.org,"women, primarily women of color",132,,,,,,,www.equalrights.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,800-839-4372,415-621-0672,415-621-6744,FREE,9-5:30 M-F,All,,Many,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Evolve People's Bodywork,1209 Delaware St Berkeley CA 94702,This entry needs a categories list,"I practice Tui Na, Reiki, and Acupressure out of my home.",I am also studying Acupuncture and Chinese Medicine at the Acupuncture and Integrative Medicine College in Berkeley.,evolvepeoplesbodywork@gmail. Body Work,"All, focus on Women's and Trans Mens health",133,,,,,,,This entry needs a website,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,510-527-8337,N/A,$30-50/hr M-F 10a-6p,All,,Wheelchair Accessible: No,English,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Exhale,484 Lake Park Ave #63 Oakland CA 94610,Hotlines,Post abortion counseling line,This entry needs a services list,,This entry needs a populations served list,134,,,,,,,www.4exhale.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,866-4-EXHALE,510-446-7900,309-410-1127,Evenings,,Many,,,,,,,,,,Many,This entry needs Wheelchair accessibliy info
Exotic Dancers Union,"1390 Market St, Ste 1118 San Francisco CA 94102",This entry needs a categories list,Services:,This entry needs a services list,,This entry needs a populations served list,135,,,,,,,www.bayswan.org/EDAunionLL. Categories:,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,510-465-0122,,Wheelchair Accessible: Languages,html,Social Justice,,,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Family Developmental Center (FDC),2730 Bryant St. San Francisco CA 94110,Incarcerated Youth Significant Others,"Center-based multi-cultural developmental child care program which targets children of families in high risk situations such as violence, abuse, low-income, teen parents or CPS and/or",Wheelchair Accessible: Yes,This entry needs an email address,All,136,,,,,,,This entry needs a website,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-282-1090,415-282-1735,Sliding scale 7:30-4:30 M-F,3+,,Spanish,,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Family Service Agency of S.F.,1010 Gough St San Francisco CA 94109,Counseling: Licensed HIV/AIDS Survivors with Disabilitie,"The agency is a private nonprofit nonsectarian human service agency working to strengthen families through caring, effective human services.","Assessment, prevention, treatment, medication management, psychodynamic therapy, case management, mental health treatment, dual diagnosis, HIV+ mental health treatment",info@fsasf.org,"All, low income families, children, elderly and the disabled",137,,,,,,,www.FSASF.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-474-7310,415-931-3773,Yes,Sliding scale 8-6 M-F,All,,Wheelchair Accessible: Yes,Many,,,,,,,,Many,This entry needs Wheelchair accessibliy info
Family Support Services of Bay Area,205 13th St. Ste. 3150 San Francisco CA 94103,Significant Others 24hr Services,Strengthening and supporting families in the Bay Area,24 hour in-home support services; parenting skills for high stress families. Also emergency child care.,,All,138,,,,,,,www.fssba-oak.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-861-4060,415-861-4410,FREE,8:30-5 M-F,All,,Wheelchair Accessible: Yes,Spanish,,,,,,,,Spanish,This entry needs Wheelchair accessibliy info
Family Violence Law Center,P.O. Box 22009 Oakland CA 94623,Domestic Violence Legal: Services Hotlines,Legal services focusing on domestic violence. No documentation required.,"Will work with stalking, but mostly through referrals and information. Have TRO clinic, legal advocacy, representation & court accompaniments, referrals.",,Alameda County only. Monolingual speaking clients.,139,,,,,,,www.fvlc.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,510-208-0255,510-208-0220,510-208-3557,N/A FREE,9-5 M-F,All,,Wheelchair Accessible: Yes,Many,,,,,,,Many,This entry needs Wheelchair accessibliy info
Family Violence Prevention Fund,"383 Rhode Island St, Ste 304 San Francisco CA 94103",This entry needs a categories list,"The Family Violence Prevention Fund (FVPF) is a national nonprofit organization focusing on domestic violence prevention, education, and public policy reform.",Wheelchair Accessible: Yes,marissa@endabuse.org,This entry needs a populations served list,140,,,,,,,This entry needs a website,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-252-8900,415-252-8991,800-595-4889,9-5 M-F,,"Spanish, Tagalog, Mandarin",Domestic Violence,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Family Violence Project,"850 Bryant St., 3rd Floor, Rm 320 San Francisco CA 94103",Legal: D.A./Police,Must want to be or in the process of pressing charges against the assaulter.If client only seeking counseling services they will be referred somewhere else.,"Legal advocacy, referrals, information",This entry needs an email address,All,141,,,,,,,This entry needs a website,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-553-9044,FREE,8am-9pm All,,Wheelchair Accessible: Yes,"Spanish, Cantonese by arrangement",,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Female-to-Male International,601 Van Ness Ave. Suite E327 San Francisco CA 94102,This entry needs a categories list,FTMI serves FTM transgendered people and transsexual men.,"Partners Group. New Men, Beginners and Questioning Group. Couples Group - support and social group for FTMs and their partners in all types of committed relationships.",info@ftmi.org,FTM Transgendered people and transsexual men,142,,,,,,,www.ftmi.org Categories:,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,877-267-1440,,Wheelchair Accessible: Languages,Support Groups LGBTQII,,,,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
First Call for Help,National,Often Called Numbers Hotlines,Place to call for any type of referral or resource number.,This entry needs a services list,This entry needs an email address,This entry needs a populations served list,143,,,,,,,This entry needs a website,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,800-435-7555,973-331-3663,,,,,,,,,,,,,,This entry needs a languages list,This entry needs Wheelchair accessibliy info
Florence Crittenton Services,840 Broderick St. San Francisco CA 94115,Youth Employment,Provide comprehensive services that help families rise from surviving to thriving,"Services include job skills training, job counseling and placement and infant day care while parent attends school or job training.",,Pregnant and parenting teens.,144,,,,,,,http://www.fcs-sf.org/,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-567-2357,415-567-2476,Yes,<17,,Wheelchair Accessible: Yes,Spanish,,,,,,,,,Spanish,This entry needs Wheelchair accessibliy info
Fort Help Methadone Program,South of Market District San Francisco CA 94103,Counseling: Peer,"Individual, couple, & family counseling. No documentation required. MFCC Interns. Staff members include lesbians, women of color, almost all of whom work with incest, sexual",Wheelchair Accessible: No,,This entry needs a populations served list,145,,,,,,,www.forthelpmethadone.com,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-777-9953,415-777-4717,Yes,$90/week Varies,All,,,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
"Friendship House Assoc. of American Indians, Inc.",56 Julian Avenue San Francisco CA 94103,Alcohol/Substance Ab Native American Support Groups,Emphasis on culturally relevant approach. No documentation required.,Outpatient and inpatient treatment and prevention program for recovery from drugs and alcohol. Has women‰Ûªs support groups. Must be drug-free 72 hrs.,,"Native American, Pregnant women",146,,,,,,,www.friendshiphousesf.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-431-6323,Yes,Sliding scale 9-5 M-F,18-65,,"Navajo, some other Native American languages",,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Friendship House: American Indian Lodge,1815 39th Ave. Oakland CA 94601,Native American Alcohol/Substance Abu Counseling: Licensed,Residential treatment center for women overcoming alcohol/drug abuse; 12 month program. No documentation required.,"Legal services, child care. Outreach, aftercare, special events. Child counselling available.",This entry needs an email address,"Native American women with small children, and all women with small children",147,,,,,,,E-mail,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,510-535-7100,Yes,Sliding scale 24/7,<5 and 18+.,,Various Native American languages,,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Friendship Line,3626 Geary Blvd. San Francisco CA 94118,Elders (55+) Suicide Hotlines,Suicide hot line for people over 55.,"Provides emotional support, especially grief- related.",This entry needs an email address,This entry needs a populations served list,148,,,,,,,This entry needs a website,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,800-971-0016,FREE 24/7,55+,,Wheelchair Accessible: Languages,N/A,,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Gay and Lesbian Alliance Against Defamation,"5455 Wilshire Blvd, #1500 Los Angeles CA 90036",This entry needs a categories list,Promoting and ensuring accurate and inclusive representation of people and events in the media as a means of eliminating homophobia and discrimination based on gender identity,This entry needs a services list,,Focus on LGBTQII population,149,,,,,,,www.glaad.org Categories:,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,323-933-2240,,LGBTQII Social Justice,,,,,,,,,,,,,This entry needs a languages list,This entry needs Wheelchair accessibliy info
Gay and Lesbian Medical Association,"459 Fulton St., Ste 107 San Francisco CA 94102",LGBTQII Asian/Pacific Islander,Non-profit agency serving Asian/Pacific islander lesbian/bi/gay/transgendered community.,This entry needs a services list,info@gapa.org,This entry needs a populations served list,150,,,,,,,www.gapa.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-255-4547,415-255-4784,FREE,All,,"Vietnamese, Mandarin, Tagalog",,,,,,,,,,"Vietnamese, Mandarin, Tagalog",This entry needs Wheelchair accessibliy info
Gay Men‰Ûªs Incest Survivor Therapy Group,533A Castro St. San Francisco CA 94114,LGBTQII Support Groups Adult Survivors of CSA/,Ongoing therapy group for gay men who were sexually abused as children by a family member or other trusted person.,This entry needs a services list,politics@netcom.com,Gay men,152,,,,,,,,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-626-5415,$150/month 7:30-9:30pm W,18+,,,,,,,,,,,,,This entry needs a languages list,This entry needs Wheelchair accessibliy info
General Assistance Advocacy Project,276 Golden Gate San Francisco CA 94102,Legal: Services,Legal advocacy,"Legal advocacy for SSIP, PAES, CALM, food stamps, and SSI related matters. G.A.A.P. also offers computers and phones for client use and acts as a phone message center.",,Homeless and marginally housed adults.,153,,,,,,,www.gaap.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-928-8191,415-928-1410,N/A FREE,Varies,,Wheelchair Accessible: Languages,Yes,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Generation Five,1015 Martin Luther King Jr. Way Oakland CA 94607,Social Justice Child Sexual Abuse,Generation Five is committed to ending child sexual abuse within five generations by developing community members into community leaders able to effectively address,NOT a direct service provider,info@generationfive.org,This entry needs a populations served list,154,,,,,,,www.generationfive.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,510-251-8552,510-251-8566,9-5 M-F,,Wheelchair Accessible: Languages,Yes,,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
Girls Incorporated of Alameda County,13666 E. 14th St. San Leandro CA 94578,Social Justice Youth,"Girls Inc. of Alameda county is a local affiliate of a national non-profit org. dedicated to inspiring all girls to be strong, smart, and bold.",This entry needs a services list,,"Girls and young women, also adults and boys through Pathways Counseling Center.",155,,,,,,,www.girlsinc-alameda.org,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,510-357-5515,510-357-5112,Varies 9-5 M-F,18-Jun,,Spanish,,,,,,,,,,Spanish,This entry needs Wheelchair accessibliy info
Glide Health Clinic,"330 Ellis St., 6th Floor San Francisco CA 94102",Health Clinics,Provides free urgent and primary health care services to the Tenderloin Neighborhood.,"Episodic care, chronic care, urgent care, women‰Ûªs health, pediatric services, adult health care maintenance and preventive care, mental health services, dental, vision",This entry needs an email address,This entry needs a populations served list,156,,,,,,,This entry needs a website,Crisis line: Business line: Fax:,TDD:,Insurance: Fees: Hours: Ages:,415-674-6140,415-673-1037,FREE,"1-5pm M, T, Th, F",,Wheelchair Accessible: Languages,Yes,,,,,,,,,This entry needs a languges list,This entry needs Wheelchair accessibliy info
